Year,State,fueltypeid,fuelTypeDescription,Ash Content (%),Generation (Thousands of MWh),Sulfur Content (%),Total Consumption (millions of MMBtu),Cost ($/MWh),Raw Cost (Millions of $)
2016,KS,PET,petroleum,0.0,28.32368,0.0,0.38397,,4.0
2016,KS,WNT,onshore wind turbine,0.0,14110.881,0.0,130.27165,23.875,
2016,WA,PET,petroleum,0.0,22.018,0.0,0.85286,,1.7
2016,WA,WNT,onshore wind turbine,0.0,8041.847,0.0,74.24232,42.5,
2016,ME,WNT,onshore wind turbine,0.0,1667.103,0.0,15.39069,47.0,
2016,AK,NG,natural gas,0.0,3040.4873,0.0,29.00679,,187.7
2016,KS,TSN,estimated total solar,,10.54583,,,,
2016,IL,NG,natural gas,0.0,17484.69119,0.0,167.48964,,419.7
2016,IL,PET,petroleum,0.0,69.50297,0.0,0.81976,,8.5
2016,AL,COW,all coal products,7.19,34258.40552,0.7,349.42667,,801.6
2016,MA,PET,petroleum,0.0,422.28141,0.5,4.22924,,23.3
2016,TX,NG,natural gas,0.0,225976.26025,0.0,2047.12802,,4096.0
2016,OK,TSN,estimated total solar,,9.39275,,,,
2016,MN,PET,petroleum,0.0,32.02741,0.0,0.46186,,4.0
2016,CT,WNT,onshore wind turbine,0.0,12.742,0.0,0.11764,47.0,
2016,NV,WNT,onshore wind turbine,0.0,343.865,0.0,3.17456,42.5,
2016,AK,TSN,estimated total solar,,1.19792,,,,
2016,VA,NG,natural gas,0.0,40904.84316,0.0,333.52989,,955.1
2016,AZ,COW,all coal products,10.51,30403.3921,0.61,319.80977,,681.1
2016,MT,TSN,estimated total solar,,10.94603,,,41.1525,
2016,CT,TSN,estimated total solar,,344.4716,,,,
2016,HI,PET,petroleum,0.0,6640.3161,0.46,68.32142,,555.3
2016,OR,NG,natural gas,0.0,15306.66112,0.0,117.61649,,263.0
2016,NC,TSN,estimated total solar,,3588.57085,,,50.83666666666667,
2016,ND,NG,natural gas,0.0,1071.10726,0.0,13.06374,,30.5
2016,WA,COW,all coal products,9.43,4601.72629,0.43,53.23042,,115.5
2016,IL,WNT,onshore wind turbine,0.0,10663.434,0.0,98.44483,32.93333333333333,
2016,HI,WNT,onshore wind turbine,0.0,639.127,0.0,5.90042,,
2016,AR,NUC,nuclear,0.0,13421.022,0.0,140.40961,,94.5
2016,AZ,NUC,nuclear,0.0,32377.477,0.0,338.62005,,280.1
2016,SD,NG,natural gas,0.0,918.56139,0.0,7.85244,,19.4
2016,WA,NG,natural gas,0.0,10982.19547,0.0,95.58062,,299.9
2016,TX,NUC,nuclear,0.0,42079.445,0.0,440.08813,,312.4
2016,TN,COW,all coal products,7.08,31167.63357,1.69,360.68095,,734.8
2016,TN,NUC,nuclear,0.0,29578.086,0.0,309.62091,,219.6
2016,DC,NG,natural gas,0.0,22.70203,0.0,0.84469,,0.0
2016,NJ,NUC,nuclear,0.0,29885.187,0.0,312.6282,,215.5
2016,AZ,TSN,estimated total solar,,5369.24594,,,41.1525,
2016,WV,WNT,onshore wind turbine,0.0,1432.154,0.0,13.22165,39.666666666666664,
2016,VA,NUC,nuclear,0.0,29731.895,0.0,310.95121,,202.8
2016,MI,NG,natural gas,0.0,29295.15386,0.0,283.41807,,682.2
2016,NY,NG,natural gas,0.0,56793.33613,0.0,506.21883,,1303.9
2016,ID,COW,all coal products,0.0,29.18826,0.0,1.60094,,0.0
2016,MD,COW,all coal products,9.4,13826.21331,2.41,155.76263,,429.6
2016,NV,COW,all coal products,6.83,2166.83075,0.37,24.32,,49.1
2016,NJ,PET,petroleum,0.0,146.12623,0.0,1.3401,,3.8
2016,UT,TSN,estimated total solar,,1203.27424,,,41.1525,
2016,DE,COW,all coal products,7.57,479.34983,2.49,5.85922,,16.1
2016,CA,NG,natural gas,0.0,97073.66393,0.0,841.19101,,2104.6
2016,CA,TSN,estimated total solar,,27036.92953,,,38.28181818181818,
2016,CO,COW,all coal products,6.55,29948.67505,0.35,315.96409,,581.4
2016,CO,TSN,estimated total solar,,999.12099,,,41.1525,
2016,KS,COW,all coal products,5.06,23096.06386,0.35,250.84008,,425.9
2016,KY,NG,natural gas,0.0,8228.33386,0.0,73.90455,,218.5
2016,RI,TSN,estimated total solar,,44.25972,,,,
2016,SC,COW,all coal products,8.86,21002.91354,1.66,216.6622,,681.3
2016,WY,NG,natural gas,0.0,788.14262,0.0,14.00842,,14.4
2016,WY,TSN,estimated total solar,,3.4112,,,41.1525,
2016,WV,PET,petroleum,0.0,122.66876,0.0,1.24333,,14.2
2016,WV,TSN,estimated total solar,,5.66117,,,50.153333333333336,
2016,NC,WNT,onshore wind turbine,0.0,6.233,0.0,0.05754,39.666666666666664,
2016,DE,NG,natural gas,0.0,7787.4685,0.0,70.98023,,112.1
2016,SC,NUC,nuclear,0.0,55825.916,0.0,583.85569,,399.5
2016,SC,PET,petroleum,0.0,113.86187,1.06,1.69916,,10.8
2016,PA,NG,natural gas,0.0,68048.64607,0.0,539.7629,,972.2
2016,IL,COW,all coal products,8.5,59337.80188,1.09,670.01633,,1223.3
2016,TX,PET,petroleum,0.0,196.42194,0.0,3.16582,,9.3
2016,MO,PET,petroleum,0.0,78.01586,0.0,0.94615,,9.8
2016,SC,NG,natural gas,0.0,16366.85418,0.0,141.15864,,450.2
2016,UT,COW,all coal products,12.71,25939.44311,0.61,261.17226,,496.5
2016,UT,PET,petroleum,0.0,31.55202,0.0,0.31691,,3.7
2016,DE,WNT,onshore wind turbine,0.0,5.321,0.0,0.04912,39.666666666666664,
2016,IA,COW,all coal products,4.97,25198.34695,0.33,299.08529,,397.4
2016,NE,PET,petroleum,0.0,-17.93989,0.0,0.09234,,1.0
2016,CO,PET,petroleum,0.0,6.97451,0.0,0.11259,,1.0
2016,KS,NG,natural gas,0.0,2027.20704,0.0,25.80653,,71.0
2016,LA,NG,natural gas,0.0,66479.14169,0.0,641.31563,,912.3
2016,LA,COW,all coal products,8.73,12013.64898,0.52,136.42977,,398.9
2016,LA,NUC,nuclear,0.0,17151.826,0.0,179.38248,,104.7
2016,FL,NG,natural gas,0.0,158495.44478,0.0,1241.24376,,4560.4
2016,OK,NG,natural gas,0.0,36529.0857,0.0,297.74196,,800.5
2016,WY,COW,all coal products,7.15,40026.8739,0.45,446.36336,,712.4
2016,WY,PET,petroleum,0.0,55.63557,0.0,1.07664,,4.9
